Atharva Mandar Phatak ,BE21B009,Discord ID: atharvamandarphatak
40129,0.35,0.79
40130,0.06,0.34
40131,0.52,0.73
40132,0.04,0.12
40133,0.17,0.28
40134,0.49,0.91
40135,0.05,0.8
40136,0.17,0.41
40137,0.1,0.88
40138,0.04,0.59
40139,0.26,0.52
40140,0.06,0.31
40141,0.18,0.19
40142,0.26,0.7
40143,0.16,0.83
40144,0.11,0.12
40145,0.02,0.22
40146,0.06,0.04
40147,0.48,0.88
40148,0.58,0.91
40149,0.85,0.84
40150,0.28,0.67
40151,0.35,0.86
40152,0.01,0.27
40153,0.43,0.29
40154,0.01,0.34
40155,0.04,0.34
40156,0.62,0.71
40157,0.52,0.79
40158,0.5,0.88
40159,0.66,0.84
40160,0.54,0.54
40161,0.05,0.17
40162,0.21,0.83
40163,0.69,0.87
40164,0.33,0.45
40165,0.08,0.35
40166,0.3,0.34
40167,0.14,0.89
40168,0.1,0.13
40169,0.38,0.83
40170,0.69,0.77
40171,0.34,0.45
40172,0.84,0.93
40173,0.12,0.12
40174,0.05,0.38
40175,0.11,0.83
40176,0.23,0.92
40177,0.53,0.68
40178,0.03,0.58
40179,0.08,0.44
40180,0.09,0.6
40181,0.02,0.14
40182,0.89,0.97
40183,0.34,0.84
40184,0.01,0.08
40185,0.13,0.33
40186,0.04,0.34
40187,0.01,0.12
40188,0.76,0.98
40189,0.18,0.78
40190,0.11,0.66
40191,0.08,0.22
40192,0.56,0.88
40193,0.4,0.72
40194,0.22,0.47
40195,0.23,0.83
40196,0.83,0.9
40197,0.08,0.08
40198,0.47,0.42
40199,0.02,0.93
40200,0.15,0.19
40201,0.76,0.79
40202,0.59,0.65
40203,0.08,0.89
40204,0.14,0.36
40205,0.08,0.16
40206,0.46,0.65
40207,0.11,0.85
40208,0.36,0.82
40209,0.08,0.26
40210,0.01,0.07
40211,0.12,0.41
40212,0.45,0.46
40213,0.09,0.69
40214,0.03,0.23
40215,0.06,0.39
40216,0.47,0.6
40217,0.15,0.27
40218,0.23,0.57
40219,0.14,0.55
40220,0.05,0.27
40221,0.11,0.21
40222,0.08,0.15
40223,0.17,0.34
40224,0.22,0.21
40225,0.15,0.39
40226,0.05,0.05
40227,0.06,0.41
40228,0.11,0.17
40229,0.56,0.44
40230,0.37,0.36
40231,0.29,0.82
40232,0.05,0.94
40233,0.09,0.46
40234,0.13,0.1
40235,0.39,0.91
40236,0.8,0.77
40237,0.15,0.24
40238,0.2,0.27
40239,0.49,0.28
40240,0.64,0.61
40241,0.25,0.78
40242,0.15,0.63
40243,0.04,0.55
40244,0.08,0.5
40245,0.02,0.03
40246,0.18,0.48
40247,0.11,0.46
40248,0.19,0.4
40249,0.16,0.7
40250,0.43,0.87
40251,0.04,0.09
40252,0.76,0.9
40253,0.06,0.31
40254,0.02,0.37
40255,0.04,0.03
40256,0.15,0.44
40257,0.21,0.51
40258,0.12,0.45
40259,0.01,0.07
40260,0.45,0.69
40261,0.18,0.46
40262,0.09,0.66
40263,0.91,0.92
40264,0.05,0.13
40265,0.01,0.31
40266,0.35,0.27
40267,0.02,0.83
40268,0.03,0.13
40269,0.62,0.81
40270,0.08,0.38
40271,0.05,0.24
40272,0.65,0.88
40273,0.28,0.48
40274,0.35,0.84
40275,0.25,0.42
40276,0.05,0.79
40277,0.19,0.57
40278,0.49,0.49
40279,0.8,0.93
40280,0.49,0.6
40281,0.1,0.3
40282,0.11,0.29
40283,0.09,0.38
40284,0.13,0.13
40285,0.05,0.15
40286,0.04,0.19
40287,0.19,0.58
40288,0.24,0.18
40289,0.18,0.73
40290,0,0.91
40291,0.3,0.84
40292,0.1,0.27
40293,0.11,0.59
40294,0.04,0.12
40295,0.02,0.12
40296,0.13,0.12
40297,0.1,0.08
40298,0.27,0.18
40299,0.03,0.24
40300,0.3,0.36
40301,0.61,0.43
40302,0.24,0.73
40303,0.01,0.05
40304,0.01,0.15
40305,0.05,0.32
40306,0.07,0.4
40307,0.51,0.81
40308,0.27,0.78
40309,0.16,0.53
40310,0.07,0.12
40311,0.14,0.16
40312,0.07,0.18
40313,0.08,0.14
40314,0.07,0.9
40315,0.03,0.2
40316,0.04,0.65
40317,0.06,0.21
40318,0.07,0.15
40319,0.33,0.75
40320,0.01,0.16
40321,0.19,0.42
40322,0.31,0.31
40323,0.07,0.2
40324,0.02,0.11
40325,0.03,0.29
40326,0.06,0.05
40327,0.08,0.02
40328,0.12,0.34
40329,0.08,0.13
40330,0.34,0.45
40331,0.09,0.63
40332,0.04,0.05
40333,0.49,0.33
40334,0,0.55
40335,0.33,0.63
40336,0.04,0.37
40337,0.18,0.88
40338,0.12,0.44
40339,0.19,0.44
40340,0.21,0.8
40341,0.38,0.73
40342,0,0.08
40343,0.06,0.82
40344,0.34,0.55
40345,0.21,0.14
40346,0.71,0.94
40347,0.62,0.57
40348,0.01,0.41
40349,0.7,0.92
40350,0.07,0.28
40351,0.16,0.82
40352,0.08,0.75
40353,0.24,0.53
40354,0.19,0.63
40355,0.1,0.17
40356,0.06,0.18
40357,0.15,0.62
40358,0.43,0.45
40359,0.09,0.55
40360,0.19,0.07
40361,0.5,0.64
40362,0.03,0.1
40363,0.07,0.15
40364,0.09,0.86
40365,0.31,0.5
40366,0.33,0.26
40367,0.02,0.39
40368,0.29,0.48
40369,0.18,0.35
40370,0.45,0.65
40371,0.05,0.17
40372,0.14,0.12
40373,0.03,0.06
40374,0.07,0.87
40375,0.06,0.81
40376,0.19,0.67
40377,0.62,0.82
40378,0.21,0.43
40379,0.07,0.29
40380,0.05,0.13
40381,0.02,0.71
40382,0.2,0.29
40383,0.11,0.52
40384,0.21,0.85
40385,0.04,0.08
40386,0.02,0.54
40387,0.31,0.39
40388,0.41,0.48
40389,0.89,0.99
40390,0.19,0.53
40391,0.34,0.69
40392,0.05,0.43
40393,0.54,0.8
40394,0.03,0.31
40395,0.05,0.73
40396,0.55,0.89
40397,0.35,0.4
40398,0.37,0.88
40399,0.18,0.8
40400,0.07,0.27
40401,0.1,0.38
40402,0.07,0.18
40403,0.01,0.13
40404,0.02,0.15
40405,0.07,0.86
40406,0.36,0.9
40407,0.48,0.52
40408,0.12,0.4
40409,0.36,0.42
40410,0.1,0.44
40411,0.24,0.39
40412,0.14,0.74
40413,0.11,0.64
40414,0.26,0.74
40415,0.01,0.06
40416,0.15,0.41
40417,0.04,0.03
40418,0.07,0.27
40419,0.05,0.1
40420,0.03,0.68
40421,0.12,0.48
40422,0.76,0.87
40423,0.68,0.72
40424,0.14,0.34
40425,0.18,0.45
40426,0.37,0.45
40427,0.07,0.14
40428,0.32,0.6
40429,0.79,0.84
40430,0.68,0.97
40431,0.04,0.08
40432,0.11,0.25
40433,0,0.07
40434,0.11,0.18
40435,0.18,0.64
40436,0.1,0.07
40437,0.19,0.88
40438,0.48,0.72
40439,0.09,0.38
40440,0.05,0.14
40441,0.71,0.4
40442,0.17,0.29
40443,0.03,0.48
40444,0.12,0.12
40445,0.29,0.47
40446,0.22,0.47
40447,0.41,0.65
40448,0.3,0.58
40449,0.25,0.55
40450,0.06,0.25
40451,0.37,0.72
40452,0.08,0.05
40453,0.9,0.92
40454,0.02,0.05
40455,0.76,0.79
40456,0.08,0.34
40457,0.06,0.59
40458,0.04,0.25
40459,0.91,0.93
40460,0.16,0.73
40461,0.07,0.2
40462,0.56,0.81
40463,0.06,0.72
40464,0.07,0.54
40465,0.03,0.32
40466,0.04,0.47
40467,0.39,0.17
40468,0.19,0.72
40469,0.02,0.68
40470,0.12,0.39
40471,0.06,0.18
40472,0.01,0.1
40473,0.02,0.68
40474,0.11,0.39
40475,0.07,0.43
40476,0.08,0.05
40477,0.37,0.55
40478,0.1,0.12
40479,0.16,0.42
40480,0.32,0.49
40481,0.07,0.36
40482,0.72,0.65
40483,0.01,0.03
40484,0.86,0.97
40485,0.3,0.49
40486,0.05,0.09
40487,0.18,0.34
40488,0.42,0.77
40489,0.18,0.4
40490,0.29,0.51
40491,0.17,0.58
40492,0.3,0.76
40493,0.14,0.59
40494,0.01,0.07
40495,0.42,0.45
40496,0.28,0.64
40497,0.12,0.56
40498,0.06,0.5
40499,0.42,0.48
40500,0.04,0.07
40501,0.18,0.59
40502,0.06,0.09
40503,0.03,0.63
40504,0.03,0.02
40505,0.02,0.31
40506,0.05,0.74
40507,0.1,0.76
40508,0.29,0.49
40509,0.07,0.11
40510,0.16,0.85
40511,0.46,0.57
40512,0.54,0.69
40513,0.03,0.5
40514,0.02,0.94
40515,0.24,0.87
40516,0.31,0.82
40517,0.04,0.2
40518,0.02,0.05
40519,0.44,0.52
40520,0.82,0.95
40521,0.68,0.83
40522,0.14,0.84
40523,0.03,0.42
40524,0.03,0.48
40525,0.69,0.87
40526,0.23,0.35
40527,0.78,0.89
40528,0.04,0.11
40529,0.25,0.3
40530,0.17,0.32
40531,0.05,0.45
40532,0.04,0.22
40533,0.69,0.94
40534,0.1,0.22
40535,0.27,0.52
40536,0.03,0.07
40537,0.01,0.14
40538,0.04,0.84
40539,0.06,0.63
40540,0.7,0.67
40541,0.09,0.92
40542,0.04,0.11
40543,0.09,0.19
40544,0.06,0.21
40545,0.14,0.73
40546,0.05,0.18
40547,0.17,0.4
40548,0.08,0.19
40549,0.11,0.86
40550,0.12,0.1
40551,0.11,0.33
40552,0.14,0.53
40553,0.17,0.35
40554,0.73,0.72
40555,0.02,0.42
40556,0.08,0.12
40557,0.14,0.57
40558,0.5,0.56
40559,0.53,0.81
40560,0.26,0.85
40561,0.07,0.22
40562,0.19,0.2
40563,0.05,0.34
40564,0.3,0.45
40565,0.62,0.54
40566,0.08,0.28
40567,0.37,0.64
40568,0.07,0.17
40569,0.18,0.99
40570,0.57,0.64
40571,0.04,0.66
40572,0.14,0.73
40573,0.05,0.48
40574,0.04,0.77
40575,0.65,0.53
40576,0.01,0.01
40577,0.07,0.24
40578,0.19,0.13
40579,0.09,0.28
40580,0.11,0.09
40581,0.13,0.31
40582,0.34,0.89
40583,0.04,0.13
40584,0.26,0.61
40585,0.03,0.13
40586,0.01,0.1
40587,0.22,0.49
40588,0.16,0.77
40589,0.15,0.63
40590,0.16,0.7
40591,0.11,0.89
40592,0.42,0.65
40593,0.04,0.5
40594,0.01,0.04
40595,0.38,0.78
40596,0.12,0.67
40597,0.02,0.96
40598,0.11,0.35
40599,0.01,0.18
40600,0.14,0.34
40601,0.08,0.32
40602,0.05,0.09
40603,0.08,0.41
40604,0.38,0.25
40605,0.46,0.68
40606,0.5,0.63
40607,0.27,0.75
40608,0.12,0.18
40609,0.07,0.11
40610,0.44,0.43
40611,0.08,0.14
40612,0.27,0.78
40613,0.36,0.54
40614,0.05,0.23
40615,0,0.07
40616,0.08,0.25
40617,0.12,0.78
40618,0.16,0.17
40619,0.34,0.88
40620,0.46,0.62
40621,0.22,0.29
40622,0.02,0.09
40623,0.08,0.62
40624,0.8,0.93
40625,0.06,0.75
40626,0.1,0.18
40627,0.19,0.49
40628,0,0.06
40629,0.1,0.37
40630,0.01,0.24
40631,0.03,0.22
40632,0.48,0.6
40633,0.1,0.33
40634,0.17,0.48
40635,0.17,0.78
40636,0.15,0.57
40637,0.79,0.92
40638,0,0.79
40639,0.09,0.4
40640,0.01,0.64
40641,0.05,0.15
40642,0.27,0.32
40643,0.11,0.2
40644,0.05,0.58
40645,0.21,0.22
40646,0.58,0.81
40647,0.62,0.77
40648,0.21,0.69
40649,0.19,0.6
40650,0.39,0.86
40651,0.29,0.64
40652,0.42,0.59
40653,0.14,0.36
40654,0.18,0.21
40655,0.23,0.39
40656,0.02,0.13
40657,0.41,0.74
40658,0.28,0.52
40659,0.05,0.26
40660,0.08,0.37
40661,0.02,0.14
40662,0.92,0.98
40663,0.31,0.47
40664,0.48,0.57
40665,0.2,0.18
40666,0.12,0.31
40667,0.22,0.41
40668,0.04,0.28
40669,0.05,0.21
40670,0.04,0.3
40671,0.34,0.66
40672,0.68,0.84
40673,0.17,0.53
40674,0.06,0.27
40675,0.68,0.86
40676,0.02,0.17
40677,0.02,0.65
40678,0.17,0.18
40679,0.08,0.23
40680,0.06,0.53
40681,0.12,0.66
40682,0.34,0.77
40683,0.01,0.2
40684,0.05,0.22
40685,0.08,0.68
40686,0.03,0.98
40687,0.72,0.76
40688,0.19,0.56
40689,0.93,0.98
40690,0.05,0.4
40691,0.03,0.05
40692,0.56,0.66
40693,0.05,0.68
40694,0.13,0.91
40695,0.03,0.47
40696,0.06,0.05
40697,0.15,0.31
40698,0.21,0.79
40699,0.43,0.9
40700,0.35,0.62
40701,0.74,0.93
40702,0.18,0.4
40703,0.08,0.42
40704,0.63,0.92
40705,0.19,0.26
40706,0.04,0.28
40707,0.38,0.85
40708,0.65,0.87
40709,0.22,0.46
40710,0.72,0.39
40711,0.21,0.75
40712,0.03,0.18
40713,0.18,0.71
40714,0.07,0.09
40715,0.75,0.83
40716,0.03,0.33
40717,0.2,0.15
40718,0.06,0.72
40719,0.03,0.2
40720,0.06,0.46
40721,0.34,0.8
40722,0.04,0.26
40723,0.02,0.06
40724,0.17,0.36
40725,0.15,0.17
40726,0.17,0.21
40727,0.07,0.15
40728,0.05,0.24
40729,0.01,0.33
40730,0.06,0.61
40731,0.06,0.44
40732,0.03,0.14
40733,0.06,0.96
40734,0.19,0.2
40735,0.23,0.69
40736,0.19,0.62
40737,0.07,0.06
40738,0.27,0.76
40739,0.01,0.06
40740,0.04,0.31
40741,0.09,0.16
40742,0.08,0.24
40743,0.24,0.8
40744,0.14,0.55
40745,0.08,0.74
40746,0.02,0.03
40747,0.1,0.32
40748,0.09,0.47
40749,0.16,0.28
40750,0.23,0.24
40751,0.17,0.84
40752,0.27,0.22
40753,0.68,0.73
40754,0.04,0.15
40755,0.23,0.92
40756,0.09,0.23
40757,0.14,0.53
40758,0.65,0.84
40759,0.12,0.23
40760,0.02,0.69
40761,0.77,0.84
40762,0.08,0.47
40763,0.02,0.07
40764,0.12,0.06
40765,0.24,0.49
40766,0.76,0.85
40767,0.08,0.07
40768,0.2,0.34
40769,0.02,0.09
40770,0,0.11
40771,0.13,0.26
40772,0.77,0.73
40773,0.01,0.3
40774,0.09,0.5
40775,0.07,0.07
40776,0.13,0.32
40777,0.39,0.64
40778,0.01,0.04
40779,0.1,0.47
40780,0.04,0.91
40781,0.65,0.94
40782,0.25,0.56
40783,0.06,0.32
40784,0.03,0.16
40785,0.04,0.55
40786,0.01,0.27
40787,0.09,0.39
40788,0.03,0.1
40789,0.07,0.13
40790,0.14,0.78
40791,0,0.15
40792,0.17,0.32
40793,0.23,0.11
40794,0.07,0.28
40795,0.17,0.31
40796,0.02,0.31
40797,0.29,0.66
40798,0.03,0.66
40799,0.78,0.85
40800,0.01,0.06
40801,0.28,0.34
40802,0.01,0.02
40803,0.23,0.55
40804,0.79,0.96
40805,0.31,0.66
40806,0.47,0.61
40807,0.2,0.17
40808,0.02,0.19
40809,0.03,0.05
40810,0.05,0.11
40811,0.22,0.73
40812,0.06,0.15
40813,0.06,0.13
40814,0.29,0.17
40815,0.07,0.1
40816,0.08,0.29
40817,0.02,0.05
40818,0.09,0.2
40819,0.13,0.85
40820,0.01,0.25
40821,0.21,0.42
40822,0.15,0.54
40823,0.61,0.72
40824,0.11,0.37
40825,0.17,0.61
40826,0.65,0.73
40827,0.06,0.88
40828,0.1,0.31
40829,0.04,0.79
40830,0.1,0.45
40831,0.28,0.65
40832,0.89,0.8
40833,0.93,0.9
40834,0.14,0.19
40835,0.05,0.48
40836,0.11,0.72
40837,0.06,0.27
40838,0.25,0.67
40839,0.23,0.6
40840,0.61,0.79
40841,0.27,0.78
40842,0.55,0.59
40843,0.44,0.7
40844,0.08,0.39
40845,0.06,0.09
40846,0.23,0.77
40847,0.5,0.7
40848,0.21,0.76
40849,0.17,0.97
40850,0.4,0.7
40851,0.07,0.24
40852,0.01,0.1
40853,0.83,0.85
40854,0.36,0.74
40855,0.08,0.87
40856,0.03,0.76
40857,0.55,0.79
40858,0.11,0.28
40859,0.1,0.36
40860,0.81,0.71
40861,0.01,0.35
40862,0.11,0.27
40863,0.14,0.23
40864,0.01,0.65
40865,0.05,0.21
40866,0.05,0.73
40867,0.1,0.52
40868,0.08,0.32
40869,0.09,0.86
40870,0,0.08
40871,0.32,0.5
40872,0.09,0.46
40873,0.78,0.7
40874,0.42,0.81
40875,0.23,0.48
40876,0.82,0.85
40877,0.25,0.46
40878,0.13,0.18
40879,0.08,0.86
40880,0.38,0.73
40881,0.09,0.7
40882,0.43,0.92
40883,0.57,0.65
40884,0.01,0.28
40885,0.21,0.91
40886,0.03,0.17
40887,0.09,0.88
40888,0.33,0.59
40889,0.03,0.89
40890,0.2,0.28
40891,0.05,0.33
40892,0.26,0.35
40893,0.59,0.77
40894,0.12,0.23
40895,0.41,0.61
40896,0.05,0.48
40897,0.45,0.76
40898,0.57,0.8
40899,0.12,0.82
40900,0.05,0.09
40901,0.4,0.53
40902,0.24,0.54
40903,0.03,0.21
40904,0.33,0.81
40905,0.5,0.9
40906,0.72,0.83
40907,0.3,0.28
40908,0.16,0.75
40909,0.14,0.46
40910,0.59,0.53
40911,0.07,0.7
40912,0.12,0.16
40913,0.12,0.32
40914,0.43,0.82
40915,0.09,0.58
40916,0.12,0.19
40917,0.05,0.39
40918,0.45,0.3
40919,0.49,0.94
40920,0.08,0.23
40921,0.04,0.42
40922,0.14,0.24
40923,0.21,0.38
40924,0.08,0.32
40925,0.04,0.07
40926,0.4,0.61
40927,0.01,0.38
40928,0.27,0.66
40929,0.08,0.34
40930,0.2,0.86
40931,0.23,0.33
40932,0.31,0.14
40933,0.71,0.71
40934,0.8,0.99
40935,0.14,0.63
40936,0.17,0.57
40937,0.07,0.19
40938,0.03,0.15
40939,0.22,0.82
40940,0.04,0.41
40941,0.1,0.24
40942,0.01,0.34
40943,0,0.03
40944,0.07,0.38
40945,0.07,0.6
40946,0.06,0.17
40947,0.08,0.1
40948,0.1,0.29
40949,0.08,0.74
40950,0.19,0.8
40951,0.5,0.81
40952,0.08,0.69
40953,0.1,0.85
40954,0.34,0.92
40955,0.06,0.29
40956,0.03,0.43
40957,0.02,0.2
40958,0.32,0.75
40959,0.02,0.13
40960,0.55,0.62
40961,0.15,0.27
40962,0.15,0.98
40963,0.08,0.1
40964,0.15,0.49
40965,0.4,0.83
40966,0.07,0.41
40967,0.04,0.08
40968,0.22,0.87
40969,0.1,0.52
40970,0.13,0.4
40971,0.02,0.24
40972,0.16,0.31
40973,0.05,0.09
40974,0.32,0.62
40975,0.38,0.54
40976,0.09,0.21
40977,0.32,0.73
40978,0.05,0.11
40979,0.73,0.83
40980,0.05,0.09
40981,0.18,0.47
40982,0.12,0.22
40983,0.17,0.62
40984,0.37,0.27
40985,0.79,0.96
40986,0.04,0.11
40987,0.54,0.7
40988,0.04,0.44
40989,0.07,0.68
40990,0.16,0.14
40991,0.01,0.23
40992,0.1,0.61
40993,0.12,0.23
40994,0.57,0.8
40995,0.01,0.02
40996,0.36,0.91
40997,0.01,0.61
40998,0.11,0.3
40999,0.27,0.3
41000,0.4,0.57
41001,0,0.09
41002,0.33,0.72
41003,0.13,0.73
41004,0.07,0.33
41005,0.37,0.44
41006,0.01,0.26
41007,0.32,0.69
41008,0.1,0.61
41009,0.05,0.15
41010,0.07,0.23
41011,0.35,0.63
41012,0.6,0.89
41013,0.38,0.47
41014,0.03,0.11
41015,0.08,0.84
41016,0.02,0.16
41017,0.1,0.52
41018,0.21,0.39
41019,0.11,0.28
41020,0.06,0.85
41021,0.29,0.48
41022,0.07,0.18
41023,0.18,0.83
41024,0.12,0.58
41025,0.02,0.13
41026,0.06,0.08
41027,0.67,0.8
41028,0.06,0.45
41029,0.01,0.13
41030,0.37,0.52
41031,0.69,0.64
41032,0.28,0.68
41033,0.12,0.43
41034,0.49,0.78
41035,0.11,0.84
41036,0.48,0.86
41037,0.06,0.72
41038,0.45,0.63
41039,0.01,0.07
41040,0.03,0.09
41041,0.23,0.26
41042,0.51,0.59
41043,0.01,0.16
41044,0.15,0.45
41045,0.12,0.87
41046,0.08,0.07
41047,0.34,0.19
41048,0.58,0.27
41049,0.28,0.26
41050,0.35,0.43
41051,0.45,0.92
41052,0.05,0.73
41053,0.7,0.97
41054,0.5,0.44
41055,0.02,0.11
41056,0.07,0.2
41057,0.05,0.12
41058,0.12,0.85
41059,0.02,0.19
41060,0.82,0.57
41061,0.22,0.14
41062,0.15,0.8
41063,0.08,0.2
41064,0.04,0.8
41065,0.26,0.26
41066,0.02,0.13
41067,0.22,0.46
41068,0.33,0.72
41069,0.66,0.89
41070,0.51,0.54
41071,0.12,0.26
41072,0.23,0.29
41073,0.2,0.92
41074,0.29,0.3
41075,0.04,0.27
41076,0.3,0.59
41077,0.2,0.22
41078,0.36,0.69
41079,0.04,0.25
41080,0.05,0.3
41081,0.11,0.78
41082,0.41,0.69
41083,0.18,0.55
41084,0.04,0.76
41085,0.09,0.33
41086,0.04,0.22
41087,0.41,0.75
41088,0.43,0.7
41089,0.52,0.77
41090,0.08,0.27
41091,0.6,0.99
41092,0.02,0.28
41093,0.11,0.22
41094,0.04,0.1
41095,0.11,0.37
41096,0.09,0.09
41097,0.17,0.4
41098,0.2,0.35
41099,0.05,0.35
41100,0.43,0.41
41101,0.05,0.34
41102,0.35,0.8
41103,0.02,0.1
41104,0.08,0.19
41105,0.31,0.21
41106,0.2,0.55
41107,0.81,0.88
41108,0.15,0.84
41109,0.34,0.63
41110,0.65,0.72
41111,0.05,0.51
41112,0.09,0.13
41113,0.67,0.83
41114,0.16,0.54
41115,0.32,0.75
41116,0.31,0.23
41117,0.41,0.59
41118,0.16,0.53
41119,0.04,0.41
41120,0.16,0.54
41121,0.08,0.66
41122,0.19,0.31
41123,0.28,0.14
41124,0.33,0.89
41125,0.24,0.5
41126,0.35,0.46
41127,0.34,0.33
41128,0.17,0.53
41129,0.15,0.19
41130,0.09,0.54
41131,0.07,0.38
41132,0.53,0.44
41133,0.02,0.79
41134,0.03,0.14
41135,0.13,0.14
41136,0.12,0.33
41137,0.12,0.1
41138,0.12,0.27
41139,0.66,0.63
41140,0.06,0.3
41141,0.23,0.51
41142,0.29,0.4
41143,0.19,0.44
41144,0.27,0.51
41145,0.65,0.88
41146,0.49,0.5
41147,0.04,0.12
41148,0.03,0.07
41149,0.06,0.13
41150,0.23,0.43
41151,0.01,0.94
41152,0.48,0.83
41153,0.03,0.12
41154,0.06,0.17
41155,0.26,0.53
41156,0.01,0.04
41157,0.02,0.71
41158,0.66,0.54
41159,0.17,0.27
41160,0.17,0.54
41161,0.05,0.02
41162,0.01,0.13
41163,0.06,0.13
41164,0.04,0.45
41165,0.73,0.72
41166,0.06,0.67
41167,0.11,0.93
41168,0.21,0.35
41169,0.08,0.52
41170,0.49,0.46
41171,0.84,0.98
41172,0.11,0.57
41173,0.07,0.13
41174,0.35,0.54
41175,0.05,0.51
41176,0.18,0.16
41177,0.18,0.85
41178,0.01,0.21
41179,0.11,0.23
41180,0.04,0.22
41181,0.26,0.55
41182,0.04,0.25
41183,0.25,0.2
41184,0.39,0.76
41185,0.11,0.15
41186,0.09,0.53
41187,0.11,0.16
41188,0.82,0.9
41189,0.04,0.18
41190,0.43,0.67
41191,0.77,0.66
41192,0.24,0.16
41193,0.26,0.87
41194,0.14,0.37
41195,0.29,0.12
41196,0.05,0.63
41197,0.09,0.16
41198,0.31,0.74
41199,0.19,0.82
41200,0.1,0.22
41201,0.01,0.05
41202,0.74,0.86
41203,0.65,0.7
41204,0.18,0.36
41205,0.06,0.06
41206,0.43,0.16
41207,0.02,0.08
41208,0.31,0.37
41209,0.23,0.69
41210,0.27,0.73
41211,0.07,0.4
41212,0.22,0.65
41213,0.12,0.23
41214,0.66,0.85
41215,0.11,0.5
41216,0.13,0.29
41217,0.03,0.32
41218,0.04,0.13
41219,0.08,0.07
41220,0.05,0.13
41221,0.44,0.8
41222,0.02,0.82
41223,0.51,0.91
41224,0.07,0.61
41225,0.02,0
41226,0.39,0.66
41227,0.06,0.18
41228,0.04,0.15
41229,0.07,0.47
41230,0.3,0.48
41231,0.06,0.11
41232,0,0.05
41233,0.13,0.49
41234,0.05,0.13
41235,0.72,0.85
41236,0.15,0.22
41237,0.45,0.49
41238,0.87,0.95
41239,0.05,0.03
41240,0.09,0.16
41241,0.13,0.29
41242,0.03,0.18
41243,0.04,0.16
41244,0.11,0.09
41245,0.17,0.56
41246,0.15,0.23
41247,0.19,0.39
41248,0.68,0.73
41249,0.77,0.81
41250,0.02,0.61
41251,0.09,0.5
41252,0.1,0.97
41253,0.79,0.94
41254,0.13,0.14
41255,0.79,0.9
41256,0.14,0.53
41257,0.52,0.64
41258,0.04,0.21
41259,0.31,0.36
41260,0.22,0.98
41261,0.09,0.57
41262,0.24,0.37
41263,0,0.24
41264,0.44,0.83
41265,0.04,0.19
41266,0.12,0.04
41267,0.02,0.17
41268,0.2,0.37
41269,0.35,0.68
41270,0.24,0.31
41271,0.27,0.43
41272,0.16,0.1
41273,0.01,0.09
41274,0.39,0.71
41275,0.07,0.13
41276,0.11,0.22
41277,0.12,0.28
41278,0.09,0.5
41279,0.06,0.23
41280,0.37,0.2
41281,0.09,0.44
41282,0.02,0.38
41283,0.24,0.47
41284,0.15,0.46
41285,0.08,0.18
41286,0.04,0.1
41287,0.39,0.62
41288,0.02,0.25
41289,0.17,0.73
41290,0.19,0.18
41291,0.42,0.91
41292,0.19,0.4
41293,0.07,0.07
41294,0.15,0.51
41295,0.06,0.35
41296,0.01,0.11
41297,0.07,0.4
41298,0.27,0.59
41299,0.11,0.24
41300,0.04,0.09
41301,0.1,0.1
41302,0.06,0.5
41303,0.05,0.17
41304,0.3,0.36
41305,0.36,0.47
41306,0.06,0.6
41307,0.27,0.33
41308,0.03,0.22
41309,0.08,0.06
41310,0.32,0.61
41311,0.26,0.57
41312,0.14,0.19
41313,0.17,0.67
41314,0.43,0.84
41315,0,0.07
41316,0.08,0.16
41317,0.16,0.35
41318,0.28,0.87
41319,0.08,0.09
41320,0.18,0.34
41321,0.26,0.84
41322,0.13,0.91
41323,0.03,0.26
41324,0.44,0.55
41325,0.06,0.13
41326,0.06,0.39
41327,0,0.05
41328,0.07,0.14
41329,0.89,0.98
41330,0.24,0.33
41331,0.04,0.35
41332,0.09,0.86
41333,0.49,0.61
41334,0.07,0.9
41335,0.03,0.29
41336,0.02,0.04
41337,0.34,0.65
41338,0.05,0.15
41339,0.07,0.83
41340,0.63,0.85
41341,0.07,0.5
41342,0.09,0.53
41343,0.64,0.81
41344,0.67,0.87
41345,0.1,0.07
41346,0,0.04
41347,0.13,0.17
41348,0.13,0.12
41349,0.06,0.4
41350,0.46,0.87
41351,0.21,0.26
41352,0.45,0.81
41353,0.04,0.17
41354,0.04,0.45
41355,0.02,0.18
41356,0.02,0.89
41357,0.13,0.18
41358,0.17,0.31
41359,0.4,0.47
41360,0.31,0.25
41361,0.22,0.4
41362,0.04,0.37
41363,0.1,0.42
41364,0.1,0.4
41365,0.15,0.35
41366,0.05,0.12
41367,0.1,0.11
41368,0.09,0.84
41369,0.02,0.12
41370,0.01,0.34
41371,0.08,0.14
41372,0.05,0.57
41373,0.06,0.11
41374,0.01,0.18
41375,0.07,0.33
41376,0.13,0.73
41377,0.12,0.3
41378,0.28,0.39
41379,0.07,0.29
41380,0.07,0.62
41381,0.01,0.14
41382,0.26,0.34
41383,0.13,0.48
41384,0.02,0.32
41385,0.07,0.36
41386,0.1,0.24
41387,0.39,0.63
41388,0.06,0.55
41389,0.04,0.21
41390,0.08,0.85
41391,0.85,0.75
41392,0.16,0.28
41393,0.13,0.7
41394,0.21,0.1
41395,0.23,0.29
41396,0.09,0.19
41397,0.13,0.72
41398,0.43,0.62
41399,0.04,0.79
41400,0.34,0.5
